Type,Days for shipment (scheduled),Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount Rate,Order Item Quantity,Sales,Order Region,Order State,Product Name,Shipping Mode,Day of Week,Month,Year,Week of Year
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Nice,Francia,0.119999997,1,399.980011,Western Europe,Provenza-Alpes-Costa Azul,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,4,8,2015,32
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Aberdeen,Reino Unido,0.129999995,1,299.980011,Northern Europe,Escocia,Diamondback Women's Serene Classic Comfort Bi,Second Class,0,9,2015,38
DEBIT,2,Camping & Hiking,Yauco,Puerto Rico,Consumer,PR,Fan Shop,Europe,Courbevoie,Francia,0.129999995,1,299.980011,Western Europe,Isla de Francia,Diamondback Women's Serene Classic Comfort Bi,Second Class,2,9,2015,39
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Marseille,Francia,0.129999995,1,399.980011,Western Europe,Provenza-Alpes-Costa Azul,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,4,9,2015,38
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Swansea,Reino Unido,0.150000006,1,399.980011,Northern Europe,Gales,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,4,10,2015,43
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Parma,Italia,0.150000006,1,299.980011,Southern Europe,Emilia-Romaña,Diamondback Women's Serene Classic Comfort Bi,Second Class,4,8,2015,33
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Castelldefels,España,0.150000006,1,299.980011,Southern Europe,Cataluña,Diamondback Women's Serene Classic Comfort Bi,Second Class,1,6,2015,23
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Wolfsburg,Alemania,0.150000006,1,299.980011,Western Europe,Baja Sajonia,Diamondback Women's Serene Classic Comfort Bi,Second Class,3,8,2015,34
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Copenhagen,Dinamarca,0.159999996,1,299.980011,Northern Europe,Región Capital,Diamondback Women's Serene Classic Comfort Bi,Second Class,5,9,2017,37
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Sunderland,Reino Unido,0.159999996,1,399.980011,Northern Europe,Inglaterra,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,6,8,2015,33
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Rome,Italia,0.159999996,1,299.980011,Southern Europe,Lacio,Diamondback Women's Serene Classic Comfort Bi,Second Class,1,10,2015,43
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Lisbon,Portugal,0.159999996,1,299.980011,Southern Europe,Lisboa,Diamondback Women's Serene Classic Comfort Bi,Second Class,4,9,2015,39
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Versailles,Francia,0.159999996,1,399.980011,Western Europe,Isla de Francia,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,5,9,2015,39
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Amsterdam,Países Bajos,0.159999996,1,399.980011,Western Europe,Holanda Septentrional,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,6,9,2015,36
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,West Bromwich,Reino Unido,0.170000002,1,399.980011,Northern Europe,Inglaterra,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,1,8,2015,32
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Duisburg,Alemania,0.170000002,1,299.980011,Western Europe,Renania del Norte-Westfalia,Diamondback Women's Serene Classic Comfort Bi,Second Class,1,8,2017,32
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Argenteuil,Francia,0.170000002,1,299.980011,Western Europe,Isla de Francia,Diamondback Women's Serene Classic Comfort Bi,Second Class,0,6,2017,26
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Birmingham,Reino Unido,0.180000007,1,399.980011,Northern Europe,Inglaterra,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,0,8,2015,34
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Capannori,Italia,0.180000007,1,399.980011,Southern Europe,Toscana,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2,10,2015,42
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Emmen,Países Bajos,0.180000007,1,299.980011,Western Europe,Drenthe,Diamondback Women's Serene Classic Comfort Bi,Second Class,3,7,2017,30
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Viena,Austria,0.180000007,1,399.980011,Western Europe,Viena,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,4,10,2015,43
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Herten,Alemania,0.180000007,1,399.980011,Western Europe,Renania del Norte-Westfalia,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,3,6,2015,25
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Saint-Malo,Francia,0.180000007,1,399.980011,Western Europe,Bretaña,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,3,6,2015,24
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Blagoveshchensk,Rusia,0.200000003,1,299.980011,Eastern Europe,Amur,Diamondback Women's Serene Classic Comfort Bi,Second Class,4,12,2016,51
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Capannori,Italia,0.200000003,1,399.980011,Southern Europe,Toscana,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2,10,2015,42
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Pamiers,Francia,0.200000003,1,399.980011,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,6,8,2015,31
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Saint-Malo,Francia,0.200000003,1,399.980011,Western Europe,Bretaña,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,3,6,2015,24
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Blagoveshchensk,Rusia,0.25,1,299.980011,Eastern Europe,Amur,Diamondback Women's Serene Classic Comfort Bi,Second Class,4,12,2016,51
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Vitoria,España,0.25,1,299.980011,Southern Europe,País Vasco,Diamondback Women's Serene Classic Comfort Bi,Second Class,0,7,2017,28
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Rome,Italia,0.25,1,399.980011,Southern Europe,Lacio,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,1,10,2015,43
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Le Blanc-Mesnil,Francia,0.25,1,399.980011,Western Europe,Isla de Francia,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,1,10,2015,42
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Muret,Francia,0.25,1,399.980011,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,0,7,2015,31
DEBIT,2,Books ,Caguas,Puerto Rico,Consumer,PR,Book Shop,Europe,Toulon,Francia,0.039999999,1,31.07999992,Western Europe,Provenza-Alpes-Costa Azul,Sports Books ,Second Class,3,10,2017,40
DEBIT,2,Books ,Caguas,Puerto Rico,Consumer,PR,Book Shop,Europe,Paris,Francia,0.129999995,1,31.07999992,Western Europe,Isla de Francia,Sports Books ,Second Class,2,10,2017,40
DEBIT,2,Books ,Caguas,Puerto Rico,Consumer,PR,Book Shop,Europe,Bari,Italia,0.150000006,1,31.07999992,Southern Europe,Apulia,Sports Books ,Second Class,1,10,2017,40
DEBIT,2,Books ,Caguas,Puerto Rico,Consumer,PR,Book Shop,Europe,Essen,Alemania,0.25,1,31.07999992,Western Europe,Renania del Norte-Westfalia,Sports Books ,Second Class,4,10,2017,40
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Reims,Francia,0.0,1,164.3800049,Western Europe,Alsacia-Champaña-Ardenas-Lorena,DVDs ,Second Class,3,11,2017,45
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Clichy-sous-Bois,Francia,0.02,1,164.3800049,Western Europe,Isla de Francia,DVDs ,Second Class,4,11,2017,45
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Reims,Francia,0.02,1,164.3800049,Western Europe,Alsacia-Champaña-Ardenas-Lorena,DVDs ,Second Class,3,11,2017,45
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Gennevilliers,Francia,0.090000004,1,164.3800049,Western Europe,Isla de Francia,DVDs ,Second Class,3,11,2017,45
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Toulouse,Francia,0.119999997,1,164.3800049,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,DVDs ,Second Class,3,11,2017,45
DEBIT,2,CDs ,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Exeter,Reino Unido,0.150000006,1,11.28999996,Northern Europe,Inglaterra,CDs of rock,Second Class,6,10,2017,40
DEBIT,2,CDs ,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Karlstad,Suecia,0.159999996,1,11.28999996,Northern Europe,Värmland,CDs of rock,Second Class,6,10,2017,40
DEBIT,2,DVDs,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Europe,Dublín,Irlanda,0.159999996,1,164.3800049,Northern Europe,Dublín,DVDs ,Second Class,2,11,2017,45
DEBIT,2,Consumer Electronics,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Florence,Italia,0.029999999,1,252.8800049,Southern Europe,Toscana,Industrial consumer electronics,Second Class,3,11,2017,44
DEBIT,2,Computers,Caguas,Puerto Rico,Consumer,PR,Technology,Europe,Viena,Austria,0.25,1,1500.0,Western Europe,Viena,Dell Laptop,Second Class,0,10,2017,44
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Maidstone,Reino Unido,0.01,1,99.98999786,Northern Europe,Inglaterra,Nike Men's Free 5.0+ Running Shoe,Second Class,0,6,2015,27
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Salzburgo,Austria,0.129999995,1,99.98999786,Western Europe,Salzburgo,Nike Men's Free 5.0+ Running Shoe,Second Class,4,6,2017,25
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Reims,Francia,0.0,1,59.99000168,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Perfect Fitness Perfect Rip Deck,Second Class,6,8,2015,35
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Herford,Alemania,0.0,1,129.9900055,Western Europe,Renania del Norte-Westfalia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,5,10,2015,42
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Arnsberg,Alemania,0.02,1,59.99000168,Western Europe,Renania del Norte-Westfalia,Perfect Fitness Perfect Rip Deck,Second Class,5,6,2017,25
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Creil,Francia,0.02,1,59.99000168,Western Europe,Norte-Paso de Calais-Picardía,Perfect Fitness Perfect Rip Deck,Second Class,1,10,2015,42
DEBIT,2,Crafts,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Langenfeld,Alemania,0.029999999,1,461.480011,Western Europe,Renania del Norte-Westfalia,Porcelain crafts,Second Class,6,11,2017,44
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Chaumont,Francia,0.039999999,1,129.9900055,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,6,10,2015,42
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Hamburgo,Alemania,0.039999999,1,129.9900055,Western Europe,Hamburgo,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2,10,2015,41
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Erlangen,Alemania,0.039999999,1,129.9900055,Western Europe,Bavaria,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,1,8,2015,34
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Salzburgo,Austria,0.050000001,1,129.9900055,Western Europe,Salzburgo,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,4,6,2017,25
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Berlín,Alemania,0.050000001,1,129.9900055,Western Europe,Berlín,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,6,9,2015,38
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Saint-Germain-en-Laye,Francia,0.07,1,129.9900055,Western Europe,Isla de Francia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,1,7,2017,30
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Rillieux-la-Pape,Francia,0.100000001,1,129.9900055,Western Europe,Auvernia-Ródano-Alpes,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,2,8,2015,34
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Rome,Italia,0.119999997,1,129.9900055,Southern Europe,Lacio,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,6,6,2017,24
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Rome,Italia,0.129999995,1,129.9900055,Southern Europe,Lacio,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,1,7,2015,28
DEBIT,2,Children's Clothing,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Mougins,Francia,0.129999995,1,357.1000061,Western Europe,Provenza-Alpes-Costa Azul,Children's heaters,Second Class,6,10,2017,42
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Rambouillet,Francia,0.150000006,1,129.9900055,Western Europe,Isla de Francia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,3,10,2015,40
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Dresden,Alemania,0.159999996,1,129.9900055,Western Europe,Sajonia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,6,6,2017,25
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Rambouillet,Francia,0.159999996,1,129.9900055,Western Europe,Isla de Francia,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,3,10,2015,40
DEBIT,2,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Espoo,Finlandia,0.180000007,1,129.9900055,Northern Europe,Uusimaa,Nike Men's CJ Elite 2 TD Football Cleat,Second Class,5,8,2015,33
DEBIT,2,Shop By Sport,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Elx,España,0.059999999,1,39.99000168,Southern Europe,Valenciana,Under Armour Girls' Toddler Spine Surge Runni,Second Class,0,10,2015,42
DEBIT,2,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Colchester,Reino Unido,0.170000002,1,50.0,Northern Europe,Inglaterra,Nike Men's Dri-FIT Victory Golf Polo,Second Class,4,6,2015,24
DEBIT,2,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,Europe,Brindisi,Italia,0.25,1,50.0,Southern Europe,Apulia,Nike Men's Dri-FIT Victory Golf Polo,Second Class,2,9,2017,38
DEBIT,2,Accessories,Caguas,Puerto Rico,Consumer,PR,Outdoors,Europe,Edinburgh,Reino Unido,0.01,1,24.98999977,Northern Europe,Escocia,Team Golf Texas Longhorns Putter Grip,Second Class,4,6,2015,24
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Rome,Italia,0.01,1,299.980011,Southern Europe,Lacio,Diamondback Women's Serene Classic Comfort Bi,Second Class,1,7,2015,28
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Toulouse,Francia,0.01,1,299.980011,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,Diamondback Women's Serene Classic Comfort Bi,Second Class,6,8,2015,31
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Creil,Francia,0.01,1,399.980011,Western Europe,Norte-Paso de Calais-Picardía,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,1,10,2015,42
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Aubervilliers,Francia,0.029999999,1,399.980011,Western Europe,Isla de Francia,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2,10,2015,41
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Colchester,Reino Unido,0.050000001,1,399.980011,Northern Europe,Inglaterra,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,4,6,2015,24
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Hamburgo,Alemania,0.050000001,1,399.980011,Western Europe,Hamburgo,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,2,10,2015,41
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Hamburgo,Alemania,0.129999995,1,299.980011,Western Europe,Hamburgo,Diamondback Women's Serene Classic Comfort Bi,Second Class,2,10,2015,41
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Reims,Francia,0.150000006,1,299.980011,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Diamondback Women's Serene Classic Comfort Bi,Second Class,6,8,2015,35
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Rambouillet,Francia,0.159999996,1,299.980011,Western Europe,Isla de Francia,Diamondback Women's Serene Classic Comfort Bi,Second Class,3,10,2015,40
DEBIT,2,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Espoo,Finlandia,0.180000007,1,299.980011,Northern Europe,Uusimaa,Diamondback Women's Serene Classic Comfort Bi,Second Class,5,8,2015,33
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Espoo,Finlandia,0.180000007,1,399.980011,Northern Europe,Uusimaa,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,5,8,2015,33
DEBIT,2,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Chaumont,Francia,0.180000007,1,399.980011,Western Europe,Alsacia-Champaña-Ardenas-Lorena,Field & Stream Sportsman 16 Gun Fire Safe,Second Class,6,10,2015,42
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Carrefour,Haití,0.029999999,1,99.98999786,Caribbean,Ouest,Nike Men's Free 5.0+ Running Shoe,Second Class,6,4,2017,13
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Chihuahua,México,0.029999999,1,99.98999786,Central America,Chihuahua,Nike Men's Free 5.0+ Running Shoe,Second Class,5,2,2017,5
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Santo Domingo,República Dominicana,0.039999999,1,99.98999786,Caribbean,Santo Domingo,Nike Men's Free 5.0+ Running Shoe,Second Class,0,5,2015,19
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Santo Domingo,República Dominicana,0.050000001,1,99.98999786,Caribbean,Santo Domingo,Nike Men's Free 5.0+ Running Shoe,Second Class,0,5,2015,19
DEBIT,2,Cardio Equipment,Bayamon,Puerto Rico,Consumer,PR,Footwear,LATAM,Pirapora,Brasil,0.050000001,1,99.98999786,South America,Minas Gerais,Nike Men's Free 5.0+ Running Shoe,Second Class,5,5,2015,22
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Tartagal,Argentina,0.090000004,1,99.98999786,South America,Salta,Nike Men's Free 5.0+ Running Shoe,Second Class,4,2,2017,8
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Quetzaltenango,Guatemala,0.100000001,1,99.98999786,Central America,Quezaltenango,Nike Men's Free 5.0+ Running Shoe,Second Class,4,1,2015,3
DEBIT,2,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,LATAM,Panama City,Panamá,0.180000007,1,99.98999786,Central America,Panamá,Nike Men's Free 5.0+ Running Shoe,Second Class,1,3,2017,13
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Santo Domingo,República Dominicana,0.0,1,59.99000168,Caribbean,Santo Domingo,Perfect Fitness Perfect Rip Deck,Second Class,0,5,2015,19
DEBIT,2,Cleats,Caguas,Puerto Rico,Consumer,PR,Apparel,LATAM,Ilopango,El Salvador,0.0,1,59.99000168,Central America,San Salvador,Perfect Fitness Perfect Rip Deck,Second Class,6,4,2015,17
TRANSFER,4,Cleats,La Mirada,EE. UU.,Consumer,CA,Apparel,Europe,La Seyne-sur-Mer,Francia,0.200000003,4,239.9600067,Western Europe,Provenza-Alpes-Costa Azul,Perfect Fitness Perfect Rip Deck,Standard Class,4,9,2015,36
TRANSFER,4,Cleats,Los Angeles,EE. UU.,Consumer,CA,Apparel,Europe,Bradford,Reino Unido,0.25,4,239.9600067,Northern Europe,Inglaterra,Perfect Fitness Perfect Rip Deck,Standard Class,6,9,2017,35
TRANSFER,4,Cleats,Greeley,EE. UU.,Consumer,CO,Apparel,Europe,Bolton,Reino Unido,0.25,4,239.9600067,Northern Europe,Inglaterra,Perfect Fitness Perfect Rip Deck,Standard Class,6,9,2017,38
TRANSFER,4,Cleats,Dallas,EE. UU.,Consumer,TX,Apparel,Europe,Lowestoft,Reino Unido,0.25,4,239.9600067,Northern Europe,Inglaterra,Perfect Fitness Perfect Rip Deck,Standard Class,6,9,2015,38
TRANSFER,4,Women's Apparel,Carlsbad,EE. UU.,Consumer,CA,Golf,Europe,Grigny,Francia,0.0,4,200.0,Western Europe,Isla de Francia,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,5,8,2015,35
TRANSFER,4,Women's Apparel,Brooklyn,EE. UU.,Consumer,NY,Golf,Europe,Great Yarmouth,Reino Unido,0.01,4,200.0,Northern Europe,Inglaterra,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,6,2015,24
TRANSFER,4,Women's Apparel,New York,EE. UU.,Consumer,NY,Golf,Europe,Calais,Francia,0.01,4,200.0,Western Europe,Norte-Paso de Calais-Picardía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,9,2015,37
TRANSFER,4,Women's Apparel,New York,EE. UU.,Consumer,NY,Golf,Europe,Calais,Francia,0.02,4,200.0,Western Europe,Norte-Paso de Calais-Picardía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,9,2015,37
TRANSFER,4,Women's Apparel,Fort Lauderdale,EE. UU.,Consumer,FL,Golf,Europe,Sheffield,Reino Unido,0.029999999,4,200.0,Northern Europe,Inglaterra,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,3,6,2017,25
TRANSFER,4,Women's Apparel,Roseburg,EE. UU.,Consumer,OR,Golf,Europe,Aberdeen,Reino Unido,0.039999999,4,200.0,Northern Europe,Escocia,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,10,2017,40
TRANSFER,4,Shop By Sport,Brooklyn,EE. UU.,Consumer,NY,Golf,Europe,Magdeburg,Alemania,0.039999999,4,159.9600067,Western Europe,Sajonia-Anhalt,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,1,8,2017,32
TRANSFER,4,Women's Apparel,Saint Peters,EE. UU.,Consumer,MO,Golf,Europe,Dijon,Francia,0.039999999,4,200.0,Western Europe,Borgoña-Franco Condado,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,1,6,2015,26
TRANSFER,4,Women's Apparel,Norfolk,EE. UU.,Consumer,VA,Golf,Europe,Gallarate,Italia,0.050000001,4,200.0,Southern Europe,Lombardía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,9,2015,38
TRANSFER,4,Women's Apparel,Chicago,EE. UU.,Consumer,IL,Golf,Europe,Chartres,Francia,0.050000001,4,200.0,Western Europe,Centro-Valle de Loira,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,1,8,2017,35
TRANSFER,4,Women's Apparel,San Diego,EE. UU.,Consumer,CA,Golf,Europe,Torremolinos,España,0.059999999,4,200.0,Southern Europe,Andalucía,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,8,2017,32
TRANSFER,4,Shop By Sport,Chicago,EE. UU.,Consumer,IL,Golf,Europe,Chemnitz,Alemania,0.059999999,4,159.9600067,Western Europe,Sajonia,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,4,6,2015,24
TRANSFER,4,Shop By Sport,Dallas,EE. UU.,Consumer,TX,Golf,Europe,Frankfurt,Alemania,0.090000004,4,159.9600067,Western Europe,Hesse,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,5,9,2017,36
TRANSFER,4,Women's Apparel,Miami,EE. UU.,Consumer,FL,Golf,Europe,Bremen,Alemania,0.090000004,4,200.0,Western Europe,Bremen,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,4,9,2015,36
TRANSFER,4,Women's Apparel,New Bedford,EE. UU.,Consumer,MA,Golf,Europe,Zeist,Países Bajos,0.090000004,4,200.0,Western Europe,Utrecht,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,0,8,2017,32
TRANSFER,4,Shop By Sport,San Diego,EE. UU.,Consumer,CA,Golf,Europe,Savigny-le-Temple,Francia,0.100000001,4,159.9600067,Western Europe,Isla de Francia,Under Armour Girls' Toddler Spine Surge Runni,Standard Class,2,9,2015,39
TRANSFER,4,Women's Apparel,Augusta,EE. UU.,Consumer,GA,Golf,Europe,London,Reino Unido,0.119999997,4,200.0,Northern Europe,Inglaterra,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,10,2015,41
TRANSFER,4,Women's Apparel,Bakersfield,EE. UU.,Consumer,CA,Golf,Europe,Essen,Alemania,0.129999995,4,200.0,Western Europe,Renania del Norte-Westfalia,Nike Men's Dri-FIT Victory Golf Polo,Standard Class,6,7,2015,28
